episode,reward,length,epsilon
49,-136.87575135022968,118,0.048789585509144015
50,-88.89838034625662,83,0.04876519071638945
51,-161.80900782032785,120,0.04874080812103126
52,-242.5260356824757,72,0.04871643771697075
53,-272.29533601177457,99,0.048692079498112266
54,-143.86745916508573,81,0.04866773345836321
55,-299.6381912227117,74,0.04864339959163404
56,-112.38819697177982,62,0.048619077891838225
57,-199.75904375019718,119,0.04859476835289231
58,-217.97873382819682,85,0.04857047096871587
59,-122.21000318357382,93,0.048546185733231516
60,-96.86584775575176,124,0.0485219126403649
61,-141.50930483592361,96,0.04849765168404472
62,-293.3633190222041,83,0.0484734028582027
63,-153.0717634633562,88,0.0484491661567736
64,-201.50903604734177,77,0.048424941573695215
65,-182.26475082885847,108,0.04840072910290837
66,-201.67620551958913,99,0.04837652873835692
67,-154.02252825937546,114,0.048352340473987745
68,-214.23494105745218,97,0.048328164303750754
69,-362.8259485140804,88,0.04830400022159888
70,-73.94875199787195,68,0.04827984822148808
71,-154.01412518027712,99,0.04825570829737734
72,-128.25076537211754,95,0.04823158044322865
73,-302.0253656425482,110,0.04820746465300704
74,-177.7396639477708,153,0.04818336092068054
75,-133.94732593886,75,0.0481592692402202
76,-108.95904130564493,85,0.04813518960560009
77,-101.70063875523536,96,0.04811112201079729
78,-320.2278733337631,129,0.048087066449791896
79,-103.92187951682044,67,0.048063022916567
80,-70.63026392730737,111,0.04803899140510872
81,-621.5092928296004,108,0.04801497190940617
82,-140.5494466169243,62,0.04799096442345147
83,-251.30710821989385,114,0.04796696894123975
84,-79.56396122171796,104,0.04794298545676914
85,-168.18751970402616,148,0.04791901396404075
86,-222.16134229037897,86,0.04789505445705874
87,-76.295340227875,71,0.04787110692983021
88,-123.14634361806372,99,0.047847171376365294
89,-98.17784640824294,77,0.04782324779067711
90,-98.07516792984273,108,0.04779933616678178
91,-161.85556777069684,85,0.04777543649869839
92,-121.57800746018454,132,0.047751548780449043
93,-380.0323439519941,87,0.04772767300605882
94,-81.89965688896325,71,0.04770380916955579
95,-94.17192218125601,109,0.04767995726497102
96,-121.92241445528252,81,0.047656117286338534
97,-97.28995002514165,118,0.04763228922769537
98,-257.2538887024119,90,0.047608473083081526
99,-84.41465294627545,81,0.04758466884653999
100,-131.43003370928957,108,0.04756087651211672
101,-144.5503844347781,88,0.04753709607386066
102,-196.37304542877422,97,0.04751332752582373
103,-147.00604872565043,131,0.04748957086206082
104,-109.12943670993376,121,0.047465826076629795
105,-98.12380662558242,86,0.047442093163591485
106,-157.9376111645758,76,0.047418372117009694
107,-229.40916368543552,66,0.04739466293095119
108,-278.2675405245693,98,0.04737096559948571
109,-82.98409298818589,105,0.04734728011668597
110,-139.62596945747788,105,0.04732360647662763
111,-138.39669409841844,96,0.04729994467338932
112,-335.71134944303594,92,0.04727629470105263
113,-73.39069745981507,80,0.0472526565537021
114,-111.3919710208005,87,0.04722903022542525
115,-100.31488427065986,110,0.047205415710312545
116,-319.050163532389,100,0.04718181300245739
117,-251.68082808143888,93,0.047158222095956166
118,-94.4083925532755,108,0.047134642984908194
119,-111.15768986335866,109,0.04711107566341574
120,-67.05626874485966,82,0.04708752012558404
121,-159.82730689072937,108,0.047063976365521246
122,-155.92567582147092,105,0.04704044437733849
123,-75.60092750574138,76,0.04701692415514982
124,-177.13232518279608,86,0.04699341569307225
125,-273.67488666659546,144,0.04696991898522571
126,-111.60240829268614,89,0.046946434025733105
127,-68.9411476914346,94,0.04692296080872024
128,-318.45820858276795,103,0.046899499328315886
129,-223.6554225759374,103,0.046876049578651734
130,-150.56078687292927,91,0.04685261155386241
131,-76.32946195393002,87,0.04682918524808548
132,-347.31560319357595,111,0.04680577065546144
133,-100.25636050157378,110,0.04678236777013371
134,-138.70646480465035,86,0.04675897658624865
135,-285.1121531028437,112,0.04673559709795552
136,-186.7974863376736,108,0.04671222929940655
137,-161.12369388144174,98,0.04668887318475685
138,-113.4123062363173,94,0.04666552874816447
139,-142.22977040408546,116,0.046642195983790394
140,-113.0404197329882,71,0.0466188748857985
141,-119.47819680179006,109,0.04659556544835561
142,-104.10341568342085,116,0.04657226766563143
143,-84.68499381986874,103,0.04654898153179862
144,-107.76957604939518,69,0.046525707041032725
145,-96.09104200864167,109,0.04650244418751221
146,-123.35722364684125,88,0.046479192965418456
147,44.43805465642859,89,0.04645595336893575
148,-134.62386326331986,77,0.04643272539225129
149,-104.62667952924006,96,0.046409509029555165
150,-170.57936322481254,111,0.04638630427504039
151,-131.72896079084347,123,0.046363111122902874
152,-134.97336699754248,115,0.046339929567341426
153,-321.5249584752282,129,0.04631675960255776
154,-198.40699282084182,86,0.046293601222756484
155,-98.37460831050876,83,0.046270454422145106
156,-164.41934073641602,121,0.046247319194934036
157,-110.62425420112412,151,0.04622419553533657
158,-68.32450211656268,99,0.0462010834375689
159,-328.9010022994852,91,0.04617798289585012
160,-101.0369895348311,103,0.0461548939044022
161,-133.73507127949722,103,0.04613181645745
162,-189.28189375454124,126,0.046108750549221277
163,-205.72518801067787,131,0.046085696173946665
164,-344.0852719394716,90,0.046062653325859695
165,-194.33157105750786,124,0.04603962199919677
166,-92.07414056699679,161,0.04601660218819718
167,-136.208101088431,114,0.04599359388710308
168,-128.06888389679492,68,0.04597059709015953
169,-87.27752203010311,130,0.04594761179161445
170,-9.021780774061838,94,0.04592463798571864
171,-109.90013375508741,142,0.04590167566672579
172,-121.2677566460289,95,0.04587872482889243
173,-70.06516485038384,65,0.045855785466477984
174,-131.848723163494,93,0.04583285757374475
175,-227.18805387139787,106,0.04580994114495788
176,-69.90256129203836,98,0.045787036174385405
177,-95.01518660865443,87,0.04576414265629822
178,-169.77442995307717,136,0.04574126058497007
179,-11.59464185791039,145,0.04571838995467759
180,-142.67875517959288,142,0.04569553075970026
181,-117.05270325530478,154,0.04567268299432041
182,-241.11631317850185,137,0.045649846652823255
183,-202.92290783985848,114,0.04562702172949685
184,-137.90591055643517,67,0.045604208218632106
185,-114.02763959095624,74,0.04558140611452279
186,-157.49205846979635,112,0.04555861541146553
187,-155.2329980074697,114,0.0455358361037598
188,-107.34432018393873,139,0.045513068185707925
189,-155.05876989569322,117,0.04549031165161507
190,-338.27918012986663,137,0.045467566495789265
191,-93.41379254728795,150,0.04544483271254137
192,-76.51845469320389,123,0.045422110296185106
193,-113.54563802772127,106,0.04539939924103702
194,-321.1363711697477,105,0.0453766995414165
195,-168.67262286560447,93,0.045354011191645796
196,-291.4404325002386,96,0.045331334186049975
197,-84.17699236418899,88,0.04530866851895695
198,-279.57909394113403,146,0.04528601418469747
199,-246.98592913659292,137,0.04526337117760513
200,-182.39608623240764,137,0.045240739492016326
201,-74.26094539273365,75,0.04521811912227032
202,-98.11392279490828,120,0.045195510062709186
203,-174.17075922354582,146,0.04517291230767784
204,-94.23612444132273,90,0.045150325851524
205,-194.39503733671762,111,0.04512775068859824
206,-185.244700592044,65,0.04510518681325395
207,-299.16776383611557,147,0.045082634219847324
208,-135.84657604301321,95,0.0450600929027374
209,-112.29417738686095,88,0.04503756285628604
210,-237.83079286523906,107,0.045015044074857895
211,-446.85543085565683,116,0.04499253655282047
212,-232.45252968055564,149,0.044970040284544065
213,-75.76115233655008,107,0.04494755526440179
214,-213.54731957012177,96,0.044925081486769596
215,-239.78049414185125,106,0.044902618946026214
216,-122.22019556035534,163,0.044880167636553205
217,-101.71133129020441,100,0.04485772755273493
218,-209.97150994206154,116,0.04483529868895856
219,-299.65776850032915,135,0.04481288103961408
220,-92.90560180309991,86,0.04479047459909428
221,-54.32290739848929,88,0.044768079361794735
222,-298.0346769896762,94,0.04474569532211384
223,-139.11391047844643,93,0.044723322474452785
224,-148.31129890939815,107,0.04470096081321556
225,-180.09476210422764,123,0.044678610332808955
226,-149.5275518491853,125,0.04465627102764255
227,-81.57291291295206,135,0.044633942892128735
228,-218.81227330103326,131,0.04461162592068267
229,-512.7278992883723,107,0.04458932010772233
230,-107.5676922360454,106,0.044567025447668475
231,-79.96684916882671,96,0.04454474193494464
232,-280.59321224108464,126,0.04452246956397717
233,-79.95097905551424,126,0.044500208329195184
234,-208.8878539714356,118,0.04447795822503059
235,-124.625680480106,73,0.044455719245918075
236,-173.55026605731462,114,0.04443349138629512
237,-118.82708562478848,105,0.044411274640601975
238,-121.48332261008849,115,0.04438906900328168
239,-107.74680343665734,110,0.044366874468780036
240,-155.4355770829619,104,0.04434469103154565
241,-145.59296557143907,147,0.04432251868602988
242,-454.79198962447475,142,0.044300357426686865
243,-402.7209525289603,113,0.044278207247973524
244,-471.5832491143444,186,0.04425606814434954
245,-87.91505272423346,102,0.04423394011027737
246,-113.77456187606708,74,0.044211823140222234
247,-245.55487859507758,115,0.04418971722865213
248,-61.10160373926641,72,0.0441676223700378
249,-22.108509345723263,97,0.04414553855885279
250,-128.8582429604346,116,0.044123465789573366
251,-48.55268247695099,87,0.04410140405667858
252,-153.58202028735352,118,0.04407935335465025
253,-309.5779241300959,120,0.04405731367797293
254,-102.84752378752414,93,0.04403528502113394
255,-92.37518558785646,144,0.04401326737862338
256,-128.71838553231424,128,0.04399126074493407
257,-96.22738530368818,103,0.043969265114561604
258,-62.91016958852668,69,0.043947280482004324
259,-126.22451356509353,149,0.04392530684176332
260,-115.39863902620782,130,0.04390334418834244
261,-254.7673509147483,126,0.04388139251624827
262,-258.4358975776736,166,0.04385945181999015
263,-131.7037568061035,162,0.04383752209408016
264,-246.8988386857269,155,0.04381560333303312
265,-114.03674040088923,157,0.043793695531366604
266,-126.47710257250144,95,0.043771798683600927
267,-167.26310040091403,189,0.04374991278425913
268,-98.51920926547653,78,0.043728037827867
269,-186.8948514045719,124,0.04370617380895307
270,-140.94296803007538,114,0.0436843207220486
271,-301.5835487854047,118,0.043662478561687576
272,-138.82674013983484,136,0.04364064732240674
273,-356.23762461213545,196,0.04361882699874554
274,-219.15615865443476,121,0.043597017585246166
275,-302.5012757034433,163,0.04357521907645354
276,-126.46871969881069,134,0.043553431466915316
277,-299.43655947751785,182,0.04353165475118186
278,-432.3791875587753,170,0.04350988892380627
279,-264.45330021380767,85,0.04348813397934437
280,-205.6432279388299,128,0.0434663899123547
281,-251.21715204447838,152,0.04344465671739853
282,-279.8683605395226,121,0.04342293438903983
283,-100.32128840948542,178,0.04340122292184531
284,-326.2290128240208,114,0.04337952231038439
285,-243.64544812845935,117,0.043357832549229196
286,-89.23514912161033,105,0.04333615363295459
287,-246.00094366371155,118,0.043314485556138115
288,-259.57793096109884,145,0.043292828313360045
289,-131.02100039820672,109,0.04327118189920337
290,-142.04792382082155,99,0.04324954630825377
291,-334.0715362754246,108,0.04322792153509965
292,-167.9766746544949,151,0.0432063075743321
293,-99.41725033556772,109,0.043184704420544937
294,-202.22030640257952,90,0.04316311206833467
295,-168.98390444192182,145,0.043141530512300505
296,-175.16180253965516,101,0.043119959747044356
297,-62.372751593982144,142,0.043098399767170836
298,-385.7071313277305,138,0.04307685056728725
299,-432.0982655454233,140,0.04305531214200361
300,-179.3046581079197,122,0.04303378448593261
301,-139.09821897943573,103,0.043012267593689646
302,-58.633287608944,104,0.04299076145989281
303,-224.6888768815291,93,0.04296926607916286
304,25.43726885113705,114,0.04294778144612328
305,-78.09615018113303,90,0.04292630755540022
306,-147.51273093483587,166,0.042904844401622524
307,-167.22534143042827,131,0.04288339197942172
308,-61.956990327966864,95,0.04286195028343201
309,-75.15215388515881,114,0.0428405193082903
310,-369.9069589452611,134,0.04281909904863616
311,-327.5276636227606,116,0.04279768949911184
312,-187.94306514882481,228,0.04277629065436229
313,-154.64892570226942,155,0.04275490250903511
314,-355.6208387685971,140,0.042733525057780594
315,-82.12365747044299,99,0.042712158295251705
316,-202.08527852572422,128,0.04269080221610408
317,-156.05286659134083,123,0.04266945681499603
318,-312.1801447420263,135,0.04264812208658853
319,-232.42929197398232,73,0.04262679802554524
320,-91.55592979043142,94,0.04260548462653247
321,-338.1798416183093,126,0.042584181884219204
322,-103.19947381602704,151,0.042562889793277096
323,-143.92556493760884,134,0.04254160834838046
324,-360.71950693366495,161,0.04252033754420627
325,-202.80709956122828,103,0.042499077375434166
326,-338.3194547092761,107,0.04247782783674645
327,-133.24826607034925,117,0.04245658892282808
328,-184.61044974148737,107,0.04243536062836667
329,-247.68303030699272,107,0.042414142948052486
330,-106.27046313798195,218,0.04239293587657846
331,-95.24936402068653,114,0.042371739408640176
332,-296.7600439149605,188,0.04235055353893586
333,-448.13914137608407,113,0.042329378262166394
334,-259.82784386720374,116,0.04230821357303531
335,-184.62016657492373,163,0.0422870594662488
336,-228.50263918412145,149,0.04226591593651568
337,-329.76873238217536,84,0.042244782978547425
338,-152.65991864302478,106,0.042223660587058155
339,-280.52167547427905,119,0.04220254875676463
340,-88.00195385318916,111,0.04218144748238625
341,-336.71527872715853,170,0.04216035675864506
342,-105.2983396251168,117,0.04213927658026574
343,-139.22416758153935,139,0.042118206941975614
344,-118.24886922919892,95,0.04209714783850463
345,-423.2962847944114,131,0.04207609926458538
346,-269.23647733591315,135,0.04205506121495309
347,-194.67375433032322,115,0.04203403368434561
348,-247.9361500466701,137,0.04201301666750344
349,-359.01468666867197,115,0.041992010159169695
350,-159.989485864207,118,0.04197101415409011
351,-131.92335957931024,104,0.04195002864701307
352,-242.21307257307922,120,0.04192905363268956
353,-117.11665914559772,123,0.041908089105873216
354,-381.98452964011506,121,0.04188713506132028
355,-79.96638508185147,118,0.041866191493789624
356,-128.8118267447947,153,0.041845258398042734
357,-185.97164484570334,130,0.041824335768843715
358,-340.45897834329253,146,0.041803423600959295
359,-78.11053466618006,66,0.04178252188915882
360,-355.9870987297434,134,0.04176163062821424
361,-350.00504229377145,167,0.04174074981290014
362,-64.00734386464947,167,0.04171987943799369
363,-141.60508017158452,94,0.041699019498274696
364,-487.6211376076733,133,0.04167816998852556
365,-283.13231172219116,111,0.0416573309035313
366,-249.5951081321388,168,0.041636502238079534
367,-228.45365966855198,106,0.0416156839869605
368,-114.34485063255309,132,0.04159487614496702
369,-75.23277768665439,85,0.041574078706894536
370,-70.68466290029177,93,0.04155329166754109
371,-248.34412504992017,203,0.04153251502170732
372,-177.22050777625154,208,0.04151174876419647
373,-143.39735788712449,219,0.04149099288981437
374,-122.820126120448,152,0.04147024739336947
375,-406.7882595848837,122,0.041449512269672785
376,-191.55626462390103,181,0.04142878751353795
377,-48.2122169386337,125,0.04140807311978118
378,-117.0521294677026,80,0.04138736908322129
379,-91.64067294898976,144,0.041366675398679685
380,-110.68332745015213,135,0.04134599206098035
381,-197.56647961815193,79,0.041325319064949864
382,-263.3164475628288,103,0.04130465640541739
383,-318.92041602814254,129,0.041284004077214685
384,-140.38319045322146,112,0.04126336207517608
385,-107.74367583855903,133,0.04124273039413849
386,-227.7594262510529,124,0.041222109028941425
387,-196.92176001836873,135,0.04120149797442696
388,-83.23257916186074,72,0.04118089722543975
389,-270.1052406922808,172,0.041160306776827034
390,-224.45745871033384,165,0.04113972662343862
391,-217.46431301432344,122,0.0411191567601269
392,-242.6716545522882,164,0.04109859718174684
393,-103.46624762159259,86,0.04107804788315597
394,-78.26832361885184,121,0.041057508859214394
395,-334.19753907230745,117,0.041036980104784786
396,-184.4542627429227,119,0.041016461614732394
397,-354.7309581134561,159,0.04099595338392503
398,-231.56991963888606,111,0.040975455407233075
399,-314.10163910564773,133,0.04095496767952946
400,-62.05900303694288,63,0.0409344901956897
401,-261.8443755136861,128,0.040914022950591857
402,-340.2885866504605,122,0.04089356593911656
403,-363.14404487787874,148,0.040873119156147004
404,-237.87715976201056,102,0.040852682596568934
405,-305.0537321249996,121,0.04083225625527065
406,-166.0445956288741,165,0.04081184012714301
407,-214.72187307961514,89,0.040791434207079445
408,-277.2408479293596,210,0.04077103848997591
409,-308.8289925567145,143,0.040750652970730925
410,-70.98082463559398,67,0.04073027764424556
411,-291.4704499952775,114,0.04070991250542344
412,-5.391429162530926,132,0.04068955754917073
413,-180.44638915453817,203,0.040669212770396146
414,-338.1232162302679,112,0.04064887816401095
415,-229.66577315165736,87,0.04062855372492895
416,-162.65518623620216,114,0.040608239448066484
417,-249.40328811599,122,0.040587935328342456
418,-158.31733604360033,244,0.04056764136067829
419,-110.93174362252746,233,0.04054735753999795
420,-90.73758859686811,121,0.04052708386122795
421,-126.30980351888562,109,0.04050682031929734
422,-320.45765005300404,129,0.04048656690913769
423,-356.8658501670205,141,0.04046632362568312
424,-227.4356106853631,183,0.04044609046387028
425,-243.2509334243953,112,0.040425867418638343
426,-260.18744017651386,135,0.04040565448492903
427,-22.787962569732215,113,0.04038545165768657
428,-374.2426073741152,181,0.040365258931857724
429,-133.9444097888782,143,0.0403450763023918
430,-173.36366293503914,117,0.040324903764240604
431,-310.9913905206342,142,0.040304741312358484
432,-428.22903716198266,162,0.04028458894170231
433,-41.62778051946398,150,0.04026444664723146
434,-169.31615807510764,183,0.04024431442390784
435,-204.52043015483756,106,0.04022419226669589
436,-281.3621377209348,92,0.040204080170562546
437,-184.27426682258584,112,0.04018397813047727
438,-280.9194402939281,116,0.04016388614141203
439,-94.04413665339551,102,0.04014380419834133
440,-235.26024848719035,118,0.04012373229624216
441,-254.10566316724535,131,0.04010367043009404
442,-195.49372974551187,117,0.040083618594878995
443,-425.2155784463523,117,0.040063576785581555
444,-333.5057878698782,125,0.04004354499718877
445,-236.00551991389688,128,0.040023523224690175
446,-116.36543812177437,178,0.04000351146307783
447,-434.2095798256987,132,0.03998350970734629
448,-364.0551644272038,100,0.03996351795249262
449,-226.3357979525832,132,0.03994353619351638
450,-154.6273906106636,129,0.039923564425419625
451,-42.3069171217292,148,0.039903602643206915
452,-420.1224655239576,146,0.03988365084188531
453,-188.83691202746482,119,0.03986370901646437
454,-409.9929307289571,157,0.03984377716195614
455,-386.394658562696,152,0.03982385527337516
456,-197.4769682167171,214,0.039803943345738474
457,-155.17910578855296,148,0.039784041374065604
458,-22.102419116308155,175,0.039764149353378575
459,-43.68490478691913,100,0.03974426727870189
460,-246.85827734338878,129,0.03972439514506254
461,-112.34640066062941,167,0.03970453294749001
462,-365.9245754235747,118,0.03968468068101627
463,-401.4196829522208,115,0.039664838340675766
464,-113.62472973143987,122,0.03964500592150543
465,-385.60753328216526,201,0.03962518341854468
466,-87.70743848951929,155,0.03960537082683541
467,-331.8988253036878,189,0.039585568141421994
468,-273.6088021518966,129,0.039565775357351285
469,-136.76048909785453,104,0.03954599246967261
470,-213.48597392775338,152,0.039526219473437776
471,-403.46305309202125,184,0.03950645636370106
472,-112.27371339351079,87,0.03948670313551921
473,-71.29548249965026,72,0.039466959783951455
474,-93.19098333618457,141,0.03944722630405948
475,-448.4327239359431,174,0.03942750269090745
476,-245.14362375765734,146,0.039407788939562004
477,-239.94566929145745,138,0.039388085045092225
478,-259.31307065804737,136,0.03936839100256968
479,-336.9085103070777,126,0.0393487068070684
480,-223.83291157768298,267,0.03932903245366487
481,-123.63222962247639,182,0.03930936793743804
482,-221.25713144432157,118,0.039289713253469326
483,-146.1210500061421,163,0.03927006839684259
484,-320.04271688453576,125,0.03925043336264417
485,-115.74478425643379,124,0.03923080814596285
486,-152.09132953042615,125,0.039211192741889875
487,-86.97736513836325,175,0.03919158714551893
488,-328.92366333245695,160,0.03917199135194617
489,-125.50121066958691,250,0.0391524053562702
490,-63.941332114658806,108,0.03913282915359207
491,-343.617873029473,108,0.039113262739015275
492,-75.26048582897718,104,0.03909370610764577
493,-428.571965156491,143,0.039074159254591956
494,-26.55151947159922,164,0.039054622174964665
495,-95.71408912364643,98,0.039035094863877184
496,-51.98242022975264,82,0.03901557731644525
497,-504.60447097299345,180,0.03899606952778703
498,-104.03985993050041,108,0.03897657149302314
499,-247.74547897645732,215,0.03895708320727663
500,-182.59355947751908,162,0.038937604665673
501,-161.2047898570453,215,0.03891813586334016
502,-397.0385544051703,182,0.038898676795408496
503,-96.6878743079938,64,0.03887922745701079
504,-175.36008626293028,221,0.03885978784328229
505,-88.51891022215274,196,0.03884035794936065
506,-61.07603910530446,101,0.03882093777038597
507,-200.16850127541275,88,0.03880152730150078
508,-168.1034230268008,143,0.03878212653785003
509,-248.3991789894049,129,0.0387627354745811
510,-313.97072706052876,125,0.03874335410684381
511,-4.979981992213396,139,0.038723982429790395
512,-99.22809845683165,237,0.038704620438575504
513,-462.7861911629962,139,0.038685268128356216
514,-234.74224025216913,119,0.03866592549429204
515,-166.23131364135548,119,0.0386465925315449
516,-75.55880129929488,71,0.03862726923527913
517,-271.34690398159773,139,0.03860795560066149
518,-145.3635440028547,205,0.03858865162286116
519,-207.38614113245134,117,0.03856935729704973
520,-144.10213250462135,140,0.03855007261840121
521,-181.05288254479,254,0.03853079758209201
522,-327.2540069650888,145,0.038511532183300966
523,-356.05240417173735,111,0.038492276417209315
524,-263.1773813702167,143,0.03847303027900071
525,-110.61832216986268,89,0.03845379376386121
526,-304.8612480221026,96,0.03843456686697928
527,-216.60012632764048,232,0.038415349583545796
528,-23.63801945270359,147,0.038396141908754025
529,-232.1141064199739,156,0.03837694383779965
530,-349.2662548783386,121,0.03835775536588076
531,-95.16425268545616,153,0.03833857648819782
532,-97.13817418710224,172,0.03831940719995373
533,-334.2043328456683,131,0.03830024749635375
534,-211.29714802006373,128,0.03828109737260558
535,-320.58411972819704,129,0.03826195682391928
536,-314.7348557156015,118,0.038242825845507325
537,-77.1165576250958,137,0.038223704432584577
538,-128.27367464705856,221,0.038204592580368284
539,-175.67000196216372,134,0.038185490284078104
540,-335.91019276481416,124,0.03816639753893607
541,-141.77486517686555,142,0.0381473143401666
542,-346.0322076996017,204,0.038128240682996514
543,-67.46049863386239,116,0.03810917656265502
544,-87.44434118579838,142,0.0380901219743737
545,-119.84790373280404,130,0.038071076913386515
546,-138.16044399639134,89,0.038052041374929825
547,-216.62736821374847,141,0.03803301535424236
548,-83.32721294173714,80,0.03801399884656524
549,-325.522799096555,126,0.03799499184714196
550,-82.77526953512051,76,0.037975994351218394
551,-262.7505575306237,219,0.03795700635404279
552,-386.15316425987413,142,0.03793802785086577
553,-138.48218657154197,139,0.03791905883694034
554,-102.92461773581434,215,0.037900099307521876
555,-317.5338213434014,143,0.03788114925786812
556,-349.110012867186,142,0.03786220868323919
557,-126.02598016072787,113,0.03784327757889757
558,-95.93451733122495,127,0.03782435594010812
559,-213.69354432502453,133,0.03780544376213807
560,-325.28217135806085,107,0.037786541040257
561,-127.07267096872675,125,0.03776764776973687
562,-79.962558787349,123,0.037748763945852006
563,-120.80982973484092,122,0.037729889563879085
564,-50.73162258082016,189,0.037711024619097144
565,-278.7246761991614,173,0.0376921691067876
566,-204.41807627764817,138,0.0376733230222342
567,-149.00620355652978,142,0.037654486360723084
568,-280.93838737716516,138,0.03763565911754273
569,-130.05573219967883,100,0.03761684128798396
570,-94.26700366711303,97,0.037598032867339974
571,-112.65530398970475,62,0.03757923385090631
572,-131.93788895910006,158,0.037560444233980854
573,-140.693629879452,162,0.037541664011863866
574,-302.36855233025443,120,0.037522893179857936
575,-269.1138090489068,125,0.03750413173326801
576,-194.86993019628028,163,0.03748537966740138
577,-335.21849127655855,211,0.037466636977567684
578,-64.67479986977787,133,0.0374479036590789
579,-208.0937239493423,127,0.03742917970724936
580,-61.95296579315919,186,0.03741046511739574
581,-465.307465586164,124,0.03739175988483705
582,-362.0728218035892,120,0.03737306400489463
583,-460.97034858821337,200,0.037354377472892185
584,-128.85470112522432,197,0.03733570028415574
585,-38.23545743881222,209,0.037317032434013665
586,-95.29943752724353,132,0.03729837391779666
587,-391.4349307885949,148,0.037279724730837766
588,-433.6865350364447,126,0.03726108486847235
589,-279.21607551166244,154,0.037242454326038114
590,-206.05799000126626,120,0.0372238330988751
591,-414.1081302583969,195,0.037205221182325665
592,-240.52924277406035,130,0.037186618571734505
593,-248.85305155687587,143,0.03716802526244864
594,-132.16096191362934,166,0.037149441249817415
595,-254.5597668872827,111,0.03713086652919251
596,-93.48578927807762,78,0.03711230109592791
597,-418.26439199608603,114,0.03709374494537995
598,-224.43080862768397,158,0.03707519807290727
599,-101.67638561693451,146,0.037056660473870816
600,-113.76240129574568,96,0.037038132143633884
601,-317.8476215650538,142,0.03701961307756207
602,-132.8466996890304,124,0.03700110327102329
603,-197.05544901550297,131,0.036982602719387775
604,-323.0288746758349,103,0.036964111418028085
605,-385.7286437078597,116,0.03694562936231907
606,-187.6233304749211,218,0.03692715654763792
607,-365.27685802351056,142,0.0369086929693641
608,-212.9315315649493,128,0.03689023862287942
609,-115.4690352049745,190,0.036871793503567986
610,-413.23203176904644,135,0.036853357606816205
611,-114.97782748831173,137,0.0368349309280128
612,-24.09585567697384,166,0.03681651346254879
613,-102.43050976395693,120,0.03679810520581752
614,-394.6463370986598,136,0.03677970615321462
615,-375.86239738772434,189,0.036761316300138014
616,-507.880117412136,156,0.036742935641987946
617,-202.13014138568715,132,0.03672456417416695
618,-294.067023736605,117,0.03670620189207987
619,-275.5117438750548,176,0.036687848791133834
620,-407.3378331673247,109,0.03666950486673827
621,-345.19337623300726,126,0.0366511701143049
622,-181.51886943845167,130,0.036632844529247754
623,-203.14281415213077,145,0.03661452810698313
624,-210.22504935626387,180,0.03659622084292964
625,-128.47226403559785,132,0.03657792273250818
626,-269.2278890005403,148,0.03655963377114193
627,-246.89821561367523,113,0.03654135395425636
628,-119.84196724108097,78,0.03652308327727923
629,-89.69841576588763,182,0.0365048217356406
630,-119.65299134846686,68,0.03648656932477278
631,-315.66744208732274,120,0.036468326040110396
632,-81.73396772282497,125,0.03645009187709034
633,-272.35297233055434,102,0.0364318668311518
634,-522.6993246980779,98,0.036413650897736224
635,-248.47390978956022,128,0.036395444072287356
636,-211.96906331927988,125,0.03637724635025121
